Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,PT_FSP,PT_ISP,PT_IPP,PT_UTE,LinkNatProcess,LocaleName,LocaleNat,LatDec,LongDec,Mediator,MedCentState,MedRegState,MedLocState,MedLocArmed,MedReDomEld,MedLocCivSoc,MedIntActor,MedOtherUnclear,CentState,RegState,LocState,LocArmedGr,ReDomEld,LocComSoc,IntActor,OthActor,RitPray,Grieve,Cattle,Cover
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2347,5,Gambo - Pombolo Peace and Reconciliation Agreement,20/03/2019,Multiparty signed/agreed,6,6810,SubPar,MultIss,"Page 6: 
The president of Gambo

The president of Pombolo

The Mayor of GAMBO

The Mayor Municipality of Pombolo","Not signed, but mentioned in the agreement preamble, page 2: 
""Thanking MINUSCA for its mediation efforts since October 2018, as well as for its technical and logistical support in the organization of the direct and inclusive dialogue of March 20, 2019""","Page 2: 
Political Agreement for Peace and Reconciliation in the Central African Republic",CAF,,482,,NA,NA,NA,NA,No,0,0,1,0,1,Mbomou prefecture,Region,4.8463439,22.047637,"Page 2: 
Thanking MINUSCA for its mediation efforts since October 2018, as well as for its technical and logistical support in the organization of the direct and inclusive dialogue of March 20, 2019",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2194,3,Compte Rendu des Activities du Comite de Suivi de L'Accord de Paix a Bangassou,06/03/2019,Multiparty signed/agreed,4,10639,Imp,ExtSub,"The chairman of the monitoring committee,
The deputy prefect of Bangassou

[Stamped and signed]

Richard Armand Amos Nouidemona",,"Page 3, Peace Agreement of April 09, 2018 [Bangassou Agreement]",CAF,,482,,416,NA,NA,NA,No,1,0,0,0,0,City of Bangassou and the Mbomou prefecture ,Region,4.735668,22.81874,"Facilitator: Monitoring Committee of the Bangassou Peace and Reconciliation Agreement

Supporter: MINUSCA (MINUSCA Head of Office, Mr. ROSEVEL Pierre Louis, the Political Affairs Officer Mr. Cyril NGAPE, the Civil Affairs Officer Mr. Robert NGAGUE and the DDRR/CVR-UNOPS Officer Mr ABDOUL KADRIE YACOUBA)",0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2206,3,Proces verbal de gestion de conflit,21/01/2019,Multiparty signed/agreed,2,3671,SubPar,Iss,"The Process Manager
The Committee Representative
The Goul Representatives",,,CAF,,482,,416,NA,NA,NA,No,1,1,0,0,0,Birao,Other,10.293723,22.784489,Arbiter: Peace Committee of thirteen (13) ethnic groups chaired by Al Hadje Adam Said Dadjo,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2191,3,Accord Entre Les Groupes Armes de Batangafo,09/01/2019,Multiparty signed/agreed,1,1430,SubPar,MultIss,"The ex-Seleka of Batangafo
The anti Balaka of Batangafo
The religious groups
The civil society
The youth
The Peace and Social Cohesion Committee for the sub-Prefect
The mayor ",,,CAF,,482,,416,NA,NA,NA,No,1,0,0,0,0,Batangafo,City,7.304657,18.280792,'Supervisor': United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (MINUSCA),0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2346,5,Dimbi UPC AB Joint Memorandum,17/12/2018,Multiparty signed/agreed,2,1686,Pre,Prin,"Signatory parties:

The head of UPC

The head of the head of the auto-defense groups

Chairman of the Committee of Elders

Youth President

President of Dimbi Auto-Defense groups

President of the ACS

President of OFCA

The Imam of La Masquée

The Mayor of MBOUI

The EWOU Breeding Mayor

The Mayor of Kémbé",,,CAF,,482,,NA,NA,NA,NA,No,0,0,1,0,0,Kémbé,Region,4.614309,21.9965825,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2211,3,P'Comite de Suivi de la Accord de Paix et de Reconciliation Bangassou,29/11/2018,Multiparty signed/agreed,2,3903,Imp,ImpMod,The deputy prefect of Bangassou,,,CAF,,482,,416,NA,NA,NA,No,1,0,0,0,0,City of Bangassou and the Mbomou prefecture ,Region,4.735668,22.81874,Facilitator: Monitoring Committee of the Bangassou Peace and Reconciliation Agreement,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2205,3,La Declaration de Coordination des Groupes Armes RCP,20/10/2018,Multiparty signed/agreed,1,1381,SubPar,MultIss,"Antibalaka
RJ Sayo
RJ Belangar
FDPC",,,CAF,,482,,416,NA,NA,NA,No,1,0,0,0,0,the West Zone,Region,6.19207,15.227413,"Coordinator: GAL Sidiki Abbas, 3R Group (Retour, Reclamation, Rehabilitation)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2203,3,Gambo,18/10/2018,Unilateral document,1,911,SubPar,Iss,The President of the Special Delegation,,Pombolo 17 October 2018,CAF,,482,,416,NA,NA,NA,No,0,1,0,0,0,Pombolo and Gambo (Southwest Mbomou),Region,4.702865,22.140184,"Facilitator: MINUSCA Political Affairs (see reference International Peace Institute, 2019)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2202,3,Pombolo,17/10/2018,Unilateral document,1,950,SubPar,Iss,Mr Mayor of the Pombolo Commune,,Gambo 18 October 2018,CAF,,482,,416,NA,NA,NA,No,0,1,0,0,0,Pombolo and Gambo (Southwest Mbomou),Region,4.702865,22.140184,"Facilitator: MINUSCA Political Affairs (see reference International Peace Institute, 2019)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2199,3,Accord de la Paix Locale,15/10/2018,Multiparty signed/agreed,2,1793,Imp,ExtSub,"UPC [signature not legibile]
Autodefense Groups [signature not legibile]",Witnesses [signatures not legibile],"Page 1, ... Considering the effort made by each other which led to the meeting between the two armed groups and the population, and put an end to the crisis on 1 and 05 December 2017 through a verbal peace agreement",CAF,,482,,NA,NA,NA,NA,No,1,0,0,0,0,Basse-Lotto,Region,4.325363,21.177825,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2382,5,Accord des Retour Voluntaire des DPIs des Koui,03/10/2018,Multiparty signed/agreed,2,3451,SubPar,MultIss,"For the 3R, Mr. Sidiki Abassi 

For the Anti-Balaka, Mr. Hamadou Ndale 

For the DPIs [Personnes Deplacees internes], Mr Ngaibona Maxime ","Witnesses: 
Mayor of the Koui CC, Mr Yaya [illegible] Daouda 
Religious leaders, Imam Abassi Modibq, Pastor Nefonyam Samuel 
Youth representative (Koui), Gambo Amadou
Women's representative, Ms Bangue Pauline 

Representatives of civil society: 
Executive president of ONG GDAP [NGO Groupement pour le Developpement Agro Pastoral], Mr Mohamadou Dahirou 
President of UDAPE, Mr Bindowo Ibrahim ","Page 1:
... Agreement between the Antibalakas and 3R armed groups, signed on December 15, 2017, in Bouar;",CAF,,482,,416,NA ,NA ,NA,No,0,0,1,0,1,Koui,Region,6.967971817,15.24857013,"The NGO Groupement pour le Developpement Agro Pastoral is mentioned in the agreement as witness, and is given a role in the implementation of the agreement. ",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2255,5,Joint Final Communique of the meeting of the leaders of politico-military groups for peace and reconciliation ,05/08/2018,Multiparty signed/agreed,2,2951,Pre,Conf,"Signatory Parties:
His Excellence ADBOULAYE ISSEINE of the CNDS
General of the Army Corps of the UPC ALI DARASSA MAHAMAT
General ALKHATIM MAHAMT of the MPC",,,CAF,,482,,416,NA,NA,NA,No,0,0,1,0,1,Moyenne Sido,Region,8.2216089,18.7155487,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2190,3,Recommandations,05/06/2018,Multiparty signed/agreed,3,3935,Imp,ExtSub,"Le Préfet du Mbomou: Richard NOUIDEMONA
Le Sous-Préfet du Bangassou: Richard NOUIDEMONA
Le Maire de la ville de Bangassou: Theophile DEMBA
Pour les autodéfenses: LINET Roger
Pour les déplacés du site de petit seminaire Saint Louis de Bangassou: HAMAMAT Abdoulaye
Pour l'organisation des femmes centrafricaines (OFCA) Bangassou: Mme LIBERG
Pour les chefs de groupes et de quartiers: BABROU Dieudonne
Pour la plateforme des confessions religieuses de Bangassou: KONDAKOUA-BE Rodolphe
Pour les fonctionnaires: Mr GUIARA Linferge
Pour les députés de Mbomou: NDAGUIAMA Paul
Pour les humanitaires: MODI-NZOULE Perrin
Pour la MINUSCA Bangassou: [illegible]
Pour la jeunesse: MISSET Fred
Pour les opérateurs économiques: DIARRA Philippe
Pour la societe civile: KOTALIMBORA Jose-Christian",Dialogue organised by the Monitoring Committee of the Peace and Reconciliation Agreement,"Page 2,
In view of all these recommendations, additional to those of April 09, 2018, we commit ourselves to respecting them, to enforcing them, and to saying:... ",CAF,,482,,416,NA,NA,NA,No,1,0,0,0,0,City of Bangassou and the Mbomou prefecture ,Region,4.735668,22.81874,Facilitator: Monitoring Committee of the Bangassou Peace and Reconciliation Agreement,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2257,4,Decision,31/05/2018,Multiparty signed/agreed,1,1145,Cea,Rel,"Military leaders
Excellence Abdoulaye Issene 
Gnl Alkhatim Mahamat
Gnl Saleh Azabadi
Gnl Al Issel Khalil
Gnl Oumar Kafine",,,CAF,,482,,416,NA,NA,NA,No,0,0,1,0,0, Kaga-Bandoro,City,6.994329,19.187622,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2189,3,Accord de Reconciliation Entre Les Communautés Goula et Peul (Bria Agreement),03/05/2018,Multiparty signed/agreed,2,3077,SubComp,FrAg,"Communauté Goula représentée par: le general DAMANE ZACKARIA
Maire Commune: Ouandja DEYA MODIYE
Médiateur: Cheikh Mahamat Ndjani

La Communauté Peul représenté par: Le General de Corps d'Armee DARRASSA Mahamat
Maire de Commune d'Elevage KAYA: [Illegible]
Maire de Commune d'Elevage Ourodjafoune: SEINI Maloum","La communauté GOULA
Général OUTS ALI
Général AZOR KALITE
Général ISSA ISSAKA AUBIN
Coordinateur: ABDRAHMANE TORKACHE
Chef de Race IBRAHIM MAHAMAT
Imam: AHMAT KATRE
Chef de quartier: DAMINE ALHOUR
DOGO TIDJANI
ABAKAR BEN OUTMANE

La communauté PEUL
Général AHMAT MAHAMAT ISSA
Colonel HAMADOU TANGA
Colonel AMADOU ABDOULAYE
Chef de race AHMAT ALIOU BOBIRI
Imam: OUSMANE OUSSA
Chef de quartier: OUMAR MAHAMAT
ALADJI CHAIBOU ADAMOU
HISSEN KOURA, Coordinateur Politiaue UPC-BRIA",,CAF,,482,,416,NA,NA,NA,No,1,0,0,0,0,Central and northeastern regions of the Central African Republic,Region,6.539273,21.987183,Mediator: Cheikh Mahamat Ndjani,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2195,5,Accord de Paix de Bangassou,09/04/2018,Multiparty signed/agreed,3,3812,SubComp,FrAg,"1. For young people: Misset Fred 

2. For self-defense groups: Linet Roger 

3. For the Organization of Central African Women (OFCA): Libengue Louise 

4. For the heads of districts and villages: Abourou Dieudonne

5. For those displaced from the Saint Louis site in Bangassou: Mahamat Abdoulaye 

6. For the Platform of Religious Confessions of the Central African Republic

(PCRC) Bangassou: Abbe Modoue Martin 

7. For the economic operators of Bangassou: [illegible ] Diarra Phili 

8. For Civil Servants: Doungoua Jean Jacques 

9. For the deputies: Ndaguiama Paul 

10.For humanitarian aid workers: Gbeti Crepin 

11.The mayor of the town: Demba Theophile 

12.The Prefect of Mbomou: Nouidemona Richard ","Page 3: 
13. head of office of MINUSCA: Rosevel Pierre Louis ",,CAF,,482,,416,NA,NA,NA,No,0,0,1,0,0,Bangassou,City,4.740357606,22.82394534,"Agreement is signed by MINUSCA representative
Page 3:
13. head of office of MINUSCA: Rosevel Pierre Louis",0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2209,3,Accord entre les Groupes Armes de Batangafo,24/02/2018,Multiparty signed/agreed,1,2074,SubPar,MultIss,"Pour EX-Seleka de Batangafo
Le Com zone: Mr. SADDAM Hissen
Le Com zone Adjoint: Mr. BRAHIM Mahamat
Le Coordinateur FPRC: Mr. MALOUD

Pour Anti Balaka de Batangafo
Le Com zone: Mr. NINGA Rene
Le Com Zone: GATIKOUI Bruno
Le Conseiller des Anti Balaka: Mr. Benjamin Ngouyombo
Le maire de Batangafo: Mr. GONDA Jean-Michel

Représentant de la FNEC de Batangafo: Mr. TAKADJI Adoun

Le sous-préfet de Batangafo: Nestor GUIAMA",Supervised by the United Nations’ Multidimensional Integrated Stabilization Mission in the Central African Republic (MINUSCA).,,CAF,,482,,416,NA,NA,NA,No,1,0,0,0,0,Batangafo,City,7.304657,18.280792,'Supervisor': United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (MINUSCA),0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
Central African Republic,Inter-group,154,CAR: African Initiative (and related) Process,Africa (excl MENA),2204,3,Feuille de Route,19/12/2017,Multiparty signed/agreed,2,2498,SubPar,,"Groupe armé: DAMANE Zakaria
Autodéfense: NDOUMBA Theophile
MLCJ: Gal. ACHAFI DAOUD AS SABOUR
Coordination de la Société civile: Placide MOKOSSEAMA
Jeunesse: HASANE Adam Sallet
OFCA: NOURA ABATCHOU Lydie
Conseil des sages: DALKIA Gilbert
Comité de sensibilisation: MATAR CHAIB","Plateforme Religieuse:
Pasteur OLFETE André
Imam ABOUBAKAR SIDIK
Abb POUNABA Ephrem

Témoins:
Préfet de la Haute: Thierry E BINGUINENDJI
S/P de Bria: YOUNOUS MOUSSA
S/P de Yalinga: SACKO Edmond
Délégation Spéciale de Bria: HIBRAHIM CHAIBOU
Commandant de Compagnie: YOUNOUS GABDJA
Chef de Bureau MINUSCA: IMTIAZ Hussein","Page 1, 
- Considering the joint communique signed on September 21st, 2017",CAF,,482,,416,NA,NA,NA,No,1,0,0,0,0,Haute-Kotto,Region,6.539273,21.987183,"Facilitators: Haute-Kotto Prefect - Thierry E BINGUINENDJI, with the support of MINUSCA / Minusca Office Manager - IMTIAZ Hussein",0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2198,3,Acte d'Engagement Entre Les Groupes Anti-Balakas de la Nana Membere et 3R (Bouar Agreement),14/12/2017,Multiparty signed/agreed,4,7815,SubPar,MultIss,"Pour le groupe ANTI-BALAKA représenté par M. Adamou Sylvain GBOKAO NDALE
Pour le groupe 3R répresenté par M. SIDIKI ABADDI
","témoins
M. Jonad DONON - Membre de l'Assemblée Nationale
M. Amadou ISSA ADAMOU - Conseiller du Chef de l'Etat en Matière de l'Agriculture de et l'Elevage
M. Alexis NAGUEZANGBA - Préfet de la Nana-Mambere
M. Paul Shaba BAGAZA YEDERE - Sous-Préfet de Bouar
M. Lazare NAMBENA - Président de la Délégation Spéciale de la Ville de Bouar
M. Roger GODONGAI - Commandant de la FACA dans la Nana-Mambere
Mme. Christine KAPALATA - Chef de Bureau de la MINUSCA a Bouar
M. Augusti KOULAS - Représentant du Centre pour le Dialogue Humaitaire (HD)","Page 1, Preamble
Bearing in mind the previous initiatives taken by the international community to negotiate a peacein the CAR, signed on 23 July 2014 in Brazzaville;
...
Bearing in mind the recommendations of the Bangui National Forum from 04 to 11 May 2015, the most important of which are contained in the Republican Agreement for Peace, National Reconciliation and Reconstruction in the CAR.
...
Expressing deep regret towards the persistent violations of the previous ceasefire agreements, as well as the loss of lives and property caused by the latest conflicts;",CAF,,482,,416,NA,NA,NA,No,1,0,0,0,0,Nana-Mambéré prefecture,Region,6.19207,15.227413,"Facilitators: National and prefecture authorities:  M. Amadou ISSA ADAMOU - Advisor to the Head of State on Agriculture and Livestock; M. Alexis NAGUEZANGBA - Prefect of Nana-Mambéré; M. Paul Shaba BAGAZA YEDERE - Sub-Prefet of Bouar; M. Lazare NAMBENA - President of the Special Delegation of the City of Bouar; with support from MINSUCA / Mme. Christine KAPALATA - MINUSCA Office Manager in Bouar, and the Center for Humanitarian Dialogue (HD) / M. Augusti KOULAS - Representative of HD",1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2256,4,Joint Communique (Agreement of Ippy),06/10/2017,Multiparty signed/agreed,1,3679,Cea,Ceas,"Representatives of the various CNDS, UPC, RDR armed groups, operating in the Haute-Koto and the Waka areas.",,,CAF,,482,,416,NA,NA,NA,No,1,0,0,0,1,Haute-Koto and the Waka areas,Region,7.066188,22.052061,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2196,3,Pacte de Non-Agression et de la Libre Circulation dans La Commune de Ndenga,10/06/2017,Multiparty signed/agreed,3,3814,SubPar,MultIss,"Imam Mosque K/B - Mahamat BREME
Mairie Ndenga - BAKOUTE Marceline
Pasteur CEBI [illegible] - NGODI Noel
Maire Peuhl - BOUKAR Abdou
Substitute Deputy - ALLOUE Billy
Plateforme K/B - Mohamed SANI MHD
Curé Ndomete - NDAROUMBA Eric
Chef de Groupe - MAMADOU Justin
Commandant de zone ABLK Doukouma - TOENA Yves
Commandant de zone ABLK Anti-Balaka - NGUETEMOULE Gautier
Commandant de zone Mbiti Anti-Balaka - IMGUISSA Gustave
Anti-Balaka Commandant - PIRIMANDJA Francky
Chef ABLK Ndomete - YAMAKE Leondie
Jeunesse K/B musulmane - Mouhamadou BACHIRA
Jeunesse peuhle - Ibrahim OUMAROU
Maire Ndenga - YALIGAZA Luc",,"Short local intergroup agreement providing for the protection of the inhabitants and displaced people from Ndenga. It notably provides for: Dismantlement of an Anti-Balaka barricade; Peaceful resolution of ay conflict in the area; Stop attacks, destructions and threats to the population; Se up a Joint Monitoring Committee for the agreement. It also makes few recommendations to the mediating committee, the CAR government, the MINUSCA and humanitarian workers. ",CAF,,482,,416,NA,NA,NA,No,0,1,0,0,0,"Ndénga commune, Kaga-Bandoro sub-prefecture",Region,6.77742,19.25594,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2193,3,Pacte de Non-Agression,08/06/2016,Multiparty signed/agreed,2,2503,SubPar,Iss,"Les Ex-Seleka de Mbres
MPC
FPRC
UPC

Les Anti-Balaka de Mbres",Unnamed witnesses. ,,CAF,,482,,416,NA,NA,NA,No,0,0,1,0,0,Mbres sub-prefecture,Region,6.669303,19.798473,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
