Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,description,stage_label,agt_type,agt_dat,PAX_Hyperlink,PDF_Hyperlink,PAX_Generate_PDF,year,stage_scale
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,706,1,Statement of the International Conference on Afghanistan (Hague Conference),2009-03-31,Multiparty signed/agreed,4,9555,InterIntra,SubPar,MultIss,"Not signed, but agreement mentions the following parties as having produced it: The Government of Afghanistan; the international community ","Not signed, but agreement mentions the conference as co-chaired by: The Foreign Minister of the Islamic Republic of Afghanistan; The Foreign Minister of the Kingdom of the Netherlands; The Special Representative of the Secretary-General for Afghanistan ","Page 1, Untitled Preamble 
...
They also pledged to improve aid effectiveness, in line with the June 2008 Paris Declaration.

Page 4, Expand Regional Cooperation
...
They reaffirmed their determination to fulfil the vision of a democratic, peaceful, pluralistic and prosperous state based on the Afghan Constitution and the principles of Islam, as set out in the Bonn Agreement of 2001, in the Afghanistan Compact of 2006 and in the Paris Declaration of 2008.",AFG,,700.0,,333,,,225,No,"This short agreement outlines the commitments made by the Government of Afghanistan and unspecified members of the international community, as part of the Kabul Process. It contains commitments on governance, regional cooperation, security reform and socio-economic development. ","Framework-substantive, partial",Interstate/mixed,Statement of the International Conference on Afghanistan (Hague Conference) (2009-03-31),https://www.peaceagreements.org/view/706,https://www.peaceagreements.org/viewmasterdocument/706,https://www.peaceagreements.org/generateAgreementPDF/706,2009,3
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,847,1,Declaration of the Special Conference on Afghanistan Convened under the Auspices of the Shanghai Cooperation Organization (Moscow Declaration),2009-03-27,Multiparty signed/agreed,3,5677,InterIntra,Imp,ExtSub,"Not signed, agreement mentions the following parties as having produced it: the Shanghai Cooperation Organization Member States (Kazakshtan, China, Kyrgyztan, Russia, Tajikistan, Uzbekistan) and the Islamic Republic of Afghanistan",,"Page 2, Paragraph 1
Were encouraged by growing dialogue between the governments of Afghanistan and Pakistan aimed at strengthening of mutual trust, as well as by the Joint Declaration on Directions of Bilateral Cooperation, signed on January 6, 2009 in Kabul ",AFG,,700.0,,333,,,225,No,"This short agreement contains commitments primarily to tackle the narcotics trade and terrorism in Afghanistan, including co-operation between Afghanistan and Pakistan on these issues. ",Implementation,Interstate/mixed,Declaration of the Special Conference on Afghanistan Convened under the Auspices of the Shanghai Cooperation Organization (Moscow Declaration) (2009-03-27),https://www.peaceagreements.org/view/847,https://www.peaceagreements.org/viewmasterdocument/847,https://www.peaceagreements.org/generateAgreementPDF/847,2009,5
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,705,1,Declaration of the International Conference in Support of Afghanistan (Paris Conference),2008-06-12,Multiparty signed/agreed,3,8807,InterIntra,Imp,ExtSub,"Not signed, agreement mentions the following parties as having produced it: The Government of the Islamic Republic of Afghanistan and the international community","Not signed, agreement mentions the following parties as having chaired: The Secretary-General of the United Nations ","Page 1, Paragraph 2
...
We reaffirm that the Afghanistan Compact remains the agreed basis for our work. 

Page 1, Paragraph 3
We welcome the Review of the Afghanistan Compact prepared by the Joint Coordination and Monitoring Board co-chairs, which underlines the significant progress that has been made, most notably in health and education, in infrastructure and economic growth, as well as in building stronger Afghan national security forces. 

Page 3, Paragraph 7
...
We have reaffirmed our determination to fulfill the vision of a democratic, peaceful, pluralistic, and prosperous state based on the principles of Islam, as set out in the Bonn Agreement in 2001 and in the Afghanistan Compact of 2006.",AFG,,700.0,,333,,,225,No,This short agreement reaffirms previous commitments made by the Government of Afghanistan and unspecified members of the international community  in the Bonn Agreement in 2001 and the Afghanistan Compact in 2006. ,Implementation,Interstate/mixed,Declaration of the International Conference in Support of Afghanistan (Paris Conference) (2008-06-12),https://www.peaceagreements.org/view/705,https://www.peaceagreements.org/viewmasterdocument/705,https://www.peaceagreements.org/generateAgreementPDF/705,2008,5
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,1069,1,Rome Conference on Justice and Rule of Law in Afghanistan,2007-07-03,Multiparty signed/agreed,1,3231,InterIntra,Imp,ImpMod,"Not signed, agreement mentions the following parties as having produced it: the Government of Afghanistan, the Government of Italy and the United Nations co-hosted a Ministerial level International Conference on the Rule of Law  in Afghanistan.",,"Page 1, Paragraph 3
Within the framework of the Afghanistan Compact, the vision of “Justice for all” and the Afghanistan National Development Strategy, the Government has committed itself to finalize a national justice sector strategy and to implement a comprehensive rule of law reform  with the assistance of the international community that has pledged significant support.

Page 1, Paragraph 7
Finally, the Conference agreed on the next steps as foreseen by the Conference Joint Recommendations, including the elaboration, by October 2007, of a Justice Sector Strategy followed by the National Justice Program supported by an implementation plan by the Government and donors to be developed within the ANDS process that will be presented in a meeting in Kabul, in order to link the programs with the commitments expressed and the recommendations adopted in Rome. ",AFG,,700.0,,333,,,225,No,"This short agreement details the outcomes of an international conference on the Rule of Law in Afghanistan, outlines donor support for national development and justice reform strategies and programmes. ",Implementation,Interstate/mixed,Rome Conference on Justice and Rule of Law in Afghanistan (2007-07-03),https://www.peaceagreements.org/view/1069,https://www.peaceagreements.org/viewmasterdocument/1069,https://www.peaceagreements.org/generateAgreementPDF/1069,2007,5
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,1061,1,Afghanistan Compact Building on Success (London Conference),2006-02-01,Multiparty signed/agreed,17,39498,InterIntra,SubPar,MultIss,"Afghanistan (co-Chair), Aga Khan Foundation, Asian Development Bank, Australia, Austria, Bahrain, Belgium, Brazil, Brunei, Bulgaria, Canada, China, Czech Republic, Denmark, Egypt, European Commission, European Union, Finland, France, Germany, Greece, Hungary, Iceland, India, International Monetary Fund, Iran, Islamic Development Bank, Italy, Japan, Jordan, Kazakhstan, Korea (Republic of), Kuwait, Kyrgyztan, Lithuania, Luxembourg, Malaysia, Netherlands, New Zealand, North Atlantic Treaty Organisation, Norway, Organisation of Islamic Conference, Pakistan, Poland, Portugal, Qatar, Romania, Russia, Saudi Arabia, Spain, Sweden, Switzerland, Tajikistan, Turkey, Turkmenistan,
United Arab Emirates, United Kingdom (co-Chair), United Nations (co-Chair), United States of America, Uzbekistan, World Bank
 
","Listed as observers: Argentina, Chile, Croatia, Cyprus, Estonia, Ireland, Latvia, Macedonia (FYR), Malta, Oman, Organisation for Security and Cooperation in Europe, Singapore, Slovakia, Slovenia
","Page 2, Untitled Preamble 
...
Affirming their shared commitment to continue, in the spirit of the Bonn, Tokyo and Berlin conferences, to work toward a stable and prosperous Afghanistan
...
Noting the full implementation of the Bonn Agreement through the adoption of a new constitution in January 2004

Page 14, Annex II. Improving the Effectiveness of Aid to Afghanistan
...
the Paris Declaration on Aid Effectiveness (2005) ",AFG,,700.0,,333,,,225,No,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ","Framework-substantive, partial",Interstate/mixed,Afghanistan Compact Building on Success (London Conference) (2006-02-01),https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,https://www.peaceagreements.org/generateAgreementPDF/1061,2006,3
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,1054,1,Berlin Declaration (Berlin Conference),2004-04-01,Multiparty signed/agreed,3,7634,InterIntra,Imp,ExtSub,"Not signed, but parties understood to include President Hamid Karzai of Afghanistan, and representatives of 65 donor countries and organizations. ",,"Page 1, Untitled Preamble
...
Noting with satisfaction the substantial progress achieved under the Bonn Agreement of December 2001 in fostering peace, stability, national unity, democratization, and economic development in Afghanistan

Page 1, Untitled Preamble 
...
Welcoming the contributions and pledges towards Afghanistan’s reconstruction and reform programs made by countries at the Tokyo Conference of January 2002

Page 2, Untitled Preamble
...
Determined to complete the Bonn Process by creating the conditions under which the people of Afghanistan can freely determine their own political future by establishing a fully representative government through free and fair elections in a secure and peaceful environment
...
Determined to continue, in the spirit of the Bonn Agreement, as a common endeavor [sic] of the Afghan people and the international community

Page 3, 3
Welcome the further steps made by Afghanistan and its neighbors [sic] to foster regional cooperation under the auspices of the Kabul Declaration on Good Neighbourly Relations from December 22, 2002, in particular, the Declaration on Counter-Narcotics annexed  herewith 

Page 3, Untitled Article
Reform on the basis that Afghanistan and the international community shall continue to sustain a lasting partnership for the future, which will allow Afghanistan to complete the transition process begun with the Bonn Agreement",AFG,,700.0,,333,,,225,No,"This agreement outlines the conclusions and commitments made by attendees of the 2004 Berlin Conference on Afghanistan. It builds on previous commitments made in the 2001 Bonn Agreement, and extends to new issues including the deployment of international forces in Afghanistan, and adds new financial commitments from donors. ",Implementation,Interstate/mixed,Berlin Declaration (Berlin Conference) (2004-04-01),https://www.peaceagreements.org/view/1054,https://www.peaceagreements.org/viewmasterdocument/1054,https://www.peaceagreements.org/generateAgreementPDF/1054,2004,5
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,909,1,Kabul Declaration of Good Neighbourly Relations,2002-12-24,Multiparty signed/agreed,1,1690,InterIntra,SubPar,MultIss,"The Transitional Administration of Afghanistan, Government of People's Republic of China, Government of the Islamic Republic of Iran, Government of the Islamic Republic of Pakistan, Government of Republic of Tajikistan, and Government of the Republic of Uzbekistan.",,Bonn agreement,AFG,,700.0,,333,,,225,No,Short agreement affirming sovereign principles and the importance of security in Afghanistan to be reaffirmed by the United Nations Security Council.,"Framework-substantive, partial",Interstate/mixed,Kabul Declaration of Good Neighbourly Relations (2002-12-24),https://www.peaceagreements.org/view/909,https://www.peaceagreements.org/viewmasterdocument/909,https://www.peaceagreements.org/generateAgreementPDF/909,2002,3
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,908,1,Communiqué of the International Conference on Reconstruction Assistance to Afghanistan (Tokyo Conference),2002-01-22,Multiparty signed/agreed,5,10729,InterIntra,Imp,ImpMod,"Not signed, agreement mentions the following parties as having participated: Chairman of the Afghan Interim Administration, H.E. Mr. Hamid Karzai and other representatives of the Administration. Japan, the US, the EU and Saudi Arabia were the co-chairs of the Conference.","Not signed, agreement mentions the following parties as having attended: H.E. Mr. Junichiro Koizumi, Prime Minister of Japan; H.E. Mr. Kofi Annan, UN Secretary General. ","Page 1, Article 2
The Conference provided the Afghan Interim Authority (AIA) an opportunity to reaffirm its determination to pursue the process of reconciliation, reconstruction and development of Afghanistan, according to the Bonn Agreement

Page 1, Article 6
The Conference stressed the importance of implementation of the Bonn process including the time frame set in the Agreement. Assistance will be conditional on all Afghan parties positively contributing to the process and goals agreed in Bonn... ",AFG,,700.0,,333,,,225,No,,Implementation,Interstate/mixed,Communiqué of the International Conference on Reconstruction Assistance to Afghanistan (Tokyo Conference) (2002-01-22),https://www.peaceagreements.org/view/908,https://www.peaceagreements.org/viewmasterdocument/908,https://www.peaceagreements.org/generateAgreementPDF/908,2002,5
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,272,1,Agreement on Provisional Arrangements in Afghanistan Pending the Re-establishment of Permanent Government Institutions ('Bonn Agreement'),2001-12-05,Multiparty signed/agreed,13,23377,Intra,SubPar,MultIss,"Ms. Amena Afzali, Mr. S. Hussain Anwari, Mr. Hedayat Amin Arsala, Mr. Sayed Hamed Gailani, Mr. Rahmatullah Mousa Ghazi, Eng. Abdul Hakim, Mr. Houmayoun Jareer, Mr. Abbas Karimi, Mr. Mustafa Kazimi, Dr. Azizullah Ludin, Mr. Ahmad Wali Massoud, Mr. Hafizullah Asif Mohseni, Prof. Mohammad Ishaq Nadiri, Mr. Mohammad Natiqi, Mr. Yunus Qanooni, Dr. Zalmai Rassoul, Mr. H. Mirwais Sadeq, Dr. Mohammad Jalil Shams, Prof. Abdul Sattar Sirat, Mr. Humayun Tandar, Mrs. Sima Wali, General Abdul Rahim Wardak, Mr. Pacha Khan Zadran ","Agreement witnessed for the United Nations by: Mr. Lakhdar Brahimi, Special Representative of the Secretary-General for Afghanistan","Page 7, V. Final provisions, 5
All actions taken by the Interim Authority shall be consistent with Security Council resolution 1378 (14 November 2001) and other relevant Security Council resolutions relating to Afghanistan.",AFG,,700.0,,333,,,225,Yes,"This agreement sets out terms for the transfer of power to an Interim Authority, with several annexes addressing an international security force, the role of the United Nations during the interim period, and a list of request from the parties to the United Nations. ","Framework-substantive, partial",Intrastate,Agreement on Provisional Arrangements in Afghanistan Pending the Re-establishment of Permanent Government Institutions ('Bonn Agreement') (2001-12-05),https://www.peaceagreements.org/view/272,https://www.peaceagreements.org/viewmasterdocument/272,https://www.peaceagreements.org/generateAgreementPDF/272,2001,3
Afghanistan,Government,2,Afghanistan: 2000s Post-intervention process,Europe and Eurasia,553,1,Tashkent Declaration on Fundamental Principles for a Peaceful Settlement of the Conflict in Afghanistan,1999-07-19,Multiparty signed/agreed,5,8371,InterIntra,Pre,Proc,"Not signed, agreement mentions the following parties as having produced it: The Deputy Ministers for Foreign Affairs of the «Six plus Two» group, composed of the States bordering on Afghanistan - the People's Republic of China, the Islamic Republic of Iran, the Islamic Republic of Pakistan, the Republic of Tajikistan, Turkmenistan and  the  Republic  of  Uzbekistan  - as well as the Russian Federation and the United States of America. 

These are believed to have been; Ji Peiding, China; Javad Zarif, Iran; Iftihar Murshid, Pakistan; Gulomzhon Mirzoyev, Tajikistan; Rashid Meredov, Turkmenistan; Abdusamat Khaydarov, Uzbekistan; Karl Inderfurth, U.S.A; and Vasily Sredin, Russian Federation. ","The agreement refers to the participation of the Special Envoy of the United Nations Secretary-General for Afghanistan, Mr. Lakhdar Brahimi. ",,AFG,,700.0,,333,,,851,No,"This short declaration commits the parties to refrain from providing military support to any group in Afghanistan. It outlines a negotiation process, and refers to issues including the trade of narcotics, humanitarian assistance, and the formation of a multi-ethnic government. ",Pre-negotiation,Interstate/mixed,Tashkent Declaration on Fundamental Principles for a Peaceful Settlement of the Conflict in Afghanistan (1999-07-19),https://www.peaceagreements.org/view/553,https://www.peaceagreements.org/viewmasterdocument/553,https://www.peaceagreements.org/generateAgreementPDF/553,1999,1
Afghanistan,Government,1,Afghanistan: 1990s Taliban process,Europe and Eurasia,409,1,Afghan Peace Accord (Islamabad Accord),1993-03-07,Multiparty signed/agreed,7,10644,Intra,SubPar,MultIss,"Prof. Burhan-ud-Din Rabbani, President of the Islamic State of Afghanistan, Jamiat-e-Islami; Moulvi Muhammad Nabi Muhammadi, Harkat-e-Inqilab-e-Islami; Pir Syed Ahmed Gaillani, Mahaz-e-Milli; Sheikh Asif Mohseni, Harkat-e-Islami; Engr Gulbadin Hikmatyar, Hizb-e-Islami; Prof. Sibghatullah Mujjadidi, Jabha-e-Nijat-e-Milli; Engineer Ahmed Shah, Ahmadzai Ittehad-e-Islami; Ayatullah Fazil,Hizb-e-Wahdat-e-Islami ",,,AFG,,700.0,,333,1128,,851,Yes,"This agreement is comprised of two annexes; the first concerns the formation of a government, national army, a ceasefire, constitution, holding of elections and other issues; the second provides for the division of powers between different Mujahideen parties. ","Framework-substantive, partial",Intrastate,Afghan Peace Accord (Islamabad Accord) (1993-03-07),https://www.peaceagreements.org/view/409,https://www.peaceagreements.org/viewmasterdocument/409,https://www.peaceagreements.org/generateAgreementPDF/409,1993,3
Afghanistan,Government,1,Afghanistan: 1990s Taliban process,Europe and Eurasia,482,1,Peshawar Accord,1992-04-24,Multiparty signed/agreed,2,2434,Intra,SubPar,Iss,"Not signed, agreement mentions the following parties: Hazrat Sahib Sibghatullah Mojaddedi, Professor Burhan ud-Din Rabbani, Hizb-e-Islami, Ittehad-e-Islami, Hizb-e-Islami, National Islamic Front, Jamiat-e-Islami, Harkat-e-Inquilab-e-Islami, Hizb-e-Wahdat, Shura-e-Etelaf, Maulvi Mansoor ",,,AFG,,700.0,,333,1565,,851,Yes,"This short agreement provides for the formation of the Islamic State of Afghanistan, with an interim government divided between the Mujahideen political Tanzim (party) groups. It outlines the structure and process for the provisional period. ","Framework-substantive, partial",Intrastate,Peshawar Accord (1992-04-24),https://www.peaceagreements.org/view/482,https://www.peaceagreements.org/viewmasterdocument/482,https://www.peaceagreements.org/generateAgreementPDF/482,1992,3
Afghanistan/Pakistan,Territory,2,Afghanistan: 2000s Post-intervention process,Cross-regional,1070,1,Joint Declaration adopted by Pak-Afghan Joint Peace Jirga,2007-08-12,Multiparty signed/agreed,2,3530,InterIntra,SubPar,MultIss,"H.E. Hamid Karzai, President of the Islamic Republic of Afghanistan
H.E. Shauket Aziz, Prime Minister of the Islamic Republic of Pakistan, H.E. General Pervez Musharraf, President of the Islamic Republic of Pakistan.",,,AFG,PAK,700.0,770.0,333,,,225,No,"Short agreement outlining the main recommendations including the urgency of fighting terrorism, the importance of brotherly relations between Pakistan and Afghanistan, fighting the scourge of poppy cultivation, and the instituting of development projects and infrastructure with support from the international community.","Framework-substantive, partial",Interstate/mixed,Joint Declaration adopted by Pak-Afghan Joint Peace Jirga (2007-08-12),https://www.peaceagreements.org/view/1070,https://www.peaceagreements.org/viewmasterdocument/1070,https://www.peaceagreements.org/generateAgreementPDF/1070,2007,3
Afghanistan/United States of America,Government/territory,2,Afghanistan: 2000s Post-intervention process,Cross-regional,2271,4,Agreement for Bringing Peace to Afghanistan between the Islamic Emirate of Afghanistan which is not recognized by the United States as a state and is known as the Taliban and the United States of America,2020-02-29,Multiparty signed/agreed,4,10332,Intra,SubPar,MultIss,"United States
Islamic Emirate of Afghanistan which is not recognized by the United States as a state and is known as the Taliban
",,,AFG,,700.0,,333,,,225,No,"This agreement between the United States and the Islamic Emirate of Afghanistan which is not recognized by the United States as a state and is known as the Taliban sets out commitments by each side. It provides guarantees and enforcement mechanisms for the United States to withdraw military forces and for the Islamic Emirate of Afghanistan to prevent the use of the soil of Afghanistan by any individual or group against the security of the United States.
","Framework-substantive, partial",Intrastate,Agreement for Bringing Peace to Afghanistan between the Islamic Emirate of Afghanistan which is not recognized by the United States as a state and is known as the Taliban and the United States of America (2020-02-29),https://www.peaceagreements.org/view/2271,https://www.peaceagreements.org/viewmasterdocument/2271,https://www.peaceagreements.org/generateAgreementPDF/2271,2020,3
Afghanistan/United States of America,Other,2,Afghanistan: 2000s Post-intervention process,Cross-regional,2272,4,"Joint Declaration between the Islamic Republic of Afghanistan and the United States of America
for Bringing Peace to Afghanistan",2020-02-29,Multiparty signed/agreed,3,9484,InterIntra,SubPar,MultIss,"Islamic Republic of Afghanistan 
United States of America",,U.S.-Taliban agreement,AFG,,700.0,,333,,,225,No,"This declaration between the United States and Islamic Republic of Afghanistan acknowledges the U.S.-Taliban agreement.  It re-affirms the commitment of the U.S. to reduce its military forces in Afghanistan, and the Islamic Republic of Afghanistan reaffirms its commitment to not permit any terrorist organizations to operate in Afghanistan. ","Framework-substantive, partial",Interstate/mixed,"Joint Declaration between the Islamic Republic of Afghanistan and the United States of America
for Bringing Peace to Afghanistan (2020-02-29)",https://www.peaceagreements.org/view/2272,https://www.peaceagreements.org/viewmasterdocument/2272,https://www.peaceagreements.org/generateAgreementPDF/2272,2020,3
